"ensembl_gene_id","gene_symbol","description","gene_biotype","chromosome","start","end"
"FBgn0036078","Or67c","Odorant receptor 67c","protein_coding","3L",10243320,10244706
"FBgn0036080","Or67d","Odorant receptor 67d","protein_coding","3L",10273204,10274624
"FBgn0036082","CG12362","","protein_coding","3L",10412818,10414774
"FBgn0036083","Ir67b","Ionotropic receptor 67b","protein_coding","3L",10429689,10431983
"FBgn0036085","CG6527","","protein_coding","3L",10557023,10559082
"FBgn0036089","CG14151","","protein_coding","3L",10627680,10628484
"FBgn0036090","Cnep1r2","CTD nuclear envelope phosphatase 1 regulatory subunit 2","protein_coding","3L",10638146,10639678
"FBgn0036091","CG18628","","protein_coding","3L",10639740,10640136
"FBgn0036093","CG14154","","protein_coding","3L",10641889,10643009
"FBgn0036094","CG14153","","protein_coding","3L",10643528,10644615
"FBgn0036096","CG8003","ankyrin repeat and MYND domain containing 2 [Source:MGI Symbol;Acc:MGI:2144755]","protein_coding","3L",10661475,10663157
"FBgn0036099","CG11811","guanylate kinase 1 [Source:MGI Symbol;Acc:MGI:95871]","protein_coding","3L",10691024,10692598
"FBgn0036101","NijA","Ninjurin A","protein_coding","3L",10694360,10696877
"FBgn0036102","CG12523","","protein_coding","3L",10801190,10802350
"FBgn0036104","CG6418","DEAD box helicase 42 [Source:MGI Symbol;Acc:MGI:1919297]","protein_coding","3L",10876315,10879037
"FBgn0036105","Blos4","Biogenesis of lysosome-related organelles complex 1, subunit 4","protein_coding","3L",10879085,10880188
"FBgn0036106","CG6409","","protein_coding","3L",10880699,10882386
"FBgn0036107","galla-2","galla-2","protein_coding","3L",10882890,10883573
"FBgn0036108","Cpr67Fa1","Cuticular protein 67Fa1","protein_coding","3L",10889990,10890700
"FBgn0036109","Cpr67Fa2","Cuticular protein 67Fa2","protein_coding","3L",10891714,10892516
"FBgn0036110","Cpr67Fb","Cuticular protein 67Fb","protein_coding","3L",10894173,10894693
"FBgn0036111","Aps","Aps pyrophosphatase","protein_coding","3L",10894776,10899123
"FBgn0036112","CG14147","","protein_coding","3L",10972648,10973476
"FBgn0036116","CG7888","","protein_coding","3L",11054035,11059659
"FBgn0036117","CG6321","","protein_coding","3L",11059437,11061224
"FBgn0036118","Blos2","Biogenesis of lysosome-related organelles complex 1, subunit 2","protein_coding","3L",11061571,11062215
"FBgn0036121","CG6310","","protein_coding","3L",11069043,11069864
"FBgn0036124","Noc1","Nucleolar complex protein 1","protein_coding","3L",11074769,11078736
"FBgn0036126","Irbp18","Inverted repeat binding protein 18 kDa","protein_coding","3L",11097446,11098186
"FBgn0036128","Elo68beta","Elongase 68beta","protein_coding","3L",11100675,11101698
"FBgn0036131","CG12522","","protein_coding","3L",11108235,11108732
"FBgn0036133","emei","emei","protein_coding","3L",11109690,11112117
"FBgn0036134","FoxK","Forkhead box K","protein_coding","3L",11114169,11120783
"FBgn0036135","mRpL2","mitochondrial ribosomal protein L2","protein_coding","3L",11120847,11122041
"FBgn0036136","Ufd1","Ubiquitin fusion-degradation 1-like","protein_coding","3L",11121966,11123216
"FBgn0036138","CG14143","","protein_coding","3L",11134987,11135480
"FBgn0036139","CG6216","","protein_coding","3L",11149578,11150785
"FBgn0036141","wls","wntless","protein_coding","3L",11166620,11169625
"FBgn0036142","Adck5","aarF domain containing kinase 5","protein_coding","3L",11169817,11172411
"FBgn0036143","CG14142","","protein_coding","3L",11173514,11176892
"FBgn0036144","GlcAT-P","Glucuronyltransferase P","protein_coding","3L",11176954,11197536
"FBgn0036145","CG7607","","protein_coding","3L",11199620,11200587
"FBgn0036146","nkt","noktochor","protein_coding","3L",11201351,11202158
"FBgn0036147","Plod","procollagen lysyl hydroxylase","protein_coding","3L",11198166,11206016
"FBgn0036150","Ir68a","Ionotropic receptor 68a","protein_coding","3L",11232972,11236218
"FBgn0036152","Dyro","Dpt-YFP repressor by overexpression","protein_coding","3L",11287936,11295919
"FBgn0036153","CG7573","","protein_coding","3L",11311747,11313397
"FBgn0036154","CG6168","","protein_coding","3L",11319642,11321719
"FBgn0036155","CG6163","","protein_coding","3L",11361986,11364885
"FBgn0036156","CG11726","","protein_coding","3L",11394690,11395673
"FBgn0036157","CG7560","","protein_coding","3L",11425158,11426395
"FBgn0036158","CG6149","","protein_coding","3L",11434695,11435476
"FBgn0036159","CG7557","","protein_coding","3L",11445161,11446579
"FBgn0036160","CG12289","","protein_coding","3L",11457076,11458470
"FBgn0036161","CG7551","","protein_coding","3L",11458490,11459625
"FBgn0036162","Fum3","Fumarase 3","protein_coding","3L",11463570,11465864
"FBgn0036165","chrb","charybde","protein_coding","3L",11487550,11499055
"FBgn0036168","CG7512","","protein_coding","3L",11513705,11518904
"FBgn0036170","CG11714","","protein_coding","3L",11518798,11522713
"FBgn0036173","CG7394","","protein_coding","3L",11561996,11564312
"FBgn0036176","CG7377","","protein_coding","3L",11589695,11589979
"FBgn0036177","CG33268","","protein_coding","3L",11590872,11591231
"FBgn0036178","CG14137","","protein_coding","3L",11599505,11600065
"FBgn0036179","CG7368","","protein_coding","3L",11597202,11605374
"FBgn0036180","Duba","Deubiquitinating enzyme A","protein_coding","3L",11605436,11609465
"FBgn0036181","Muc68Ca","Mucin 68Ca","protein_coding","3L",11610578,11620101
"FBgn0036183","CG6083","","protein_coding","3L",11624528,11626125
"FBgn0036184","PCID2","PCI domain-containing protein 2","protein_coding","3L",11626441,11627715
"FBgn0036186","CG6071","","protein_coding","3L",11642906,11646033
"FBgn0036187","RIOK1","RIO kinase 1","protein_coding","3L",11646234,11648474
"FBgn0036188","Polr3H","RNA polymerase III subunit H","protein_coding","3L",11648756,11650499
"FBgn0036191","Sugb","Sugar baby","protein_coding","3L",11683980,11690155
"FBgn0036192","Pldn","Pallidin","protein_coding","3L",11689631,11691399
"FBgn0036193","CG14135","","protein_coding","3L",11691571,11692757
"FBgn0036194","Dph1","Diphthamide biosynthesis 1","protein_coding","3L",11693879,11696963
"FBgn0036195","Dnai2","dynein, axonemal, intermediate chain 2","protein_coding","3L",11697126,11699263
"FBgn0036196","CG11658","","protein_coding","3L",11699496,11708553
"FBgn0036198","crim","crimpled","protein_coding","3L",11710507,11711386
"FBgn0036199","Bmcp","Bmcp","protein_coding","3L",11720934,11728118
"FBgn0036202","loaf","lost and found","protein_coding","3L",11733589,11766182
"FBgn0036203","Muc68D","Mucin 68D","protein_coding","3L",11767299,11772157
"FBgn0036204","Tim13","Tim13","protein_coding","3L",11774060,11774501
"FBgn0036205","CG14131","","protein_coding","3L",11777073,11780485
"FBgn0036206","twy","twitchy","protein_coding","3L",11790212,11793283
"FBgn0036207","CG10907","CWC27 spliceosome-associated protein [Source:MGI Symbol;Acc:MGI:1914535]","protein_coding","3L",11793514,11795418
"FBgn0036208","Gcat","Glycine C-acetyltransferase","protein_coding","3L",11798948,11800861
"FBgn0036210","CG14130","alkB homolog 7 [Source:MGI Symbol;Acc:MGI:1913650]","protein_coding","3L",11815444,11816710
"FBgn0036211","CG5946","","protein_coding","3L",11816695,11822275
"FBgn0036212","CG11597","","protein_coding","3L",11820338,11822275
"FBgn0036213","RpL10Ab","Ribosomal protein L10Ab","protein_coding","3L",11822851,11824211
"FBgn0036214","CG7264","","protein_coding","3L",11829030,11830844
"FBgn0036217","CG5906","","protein_coding","3L",11870457,11871305
"FBgn0036218","Sprn","Spermitin","protein_coding","3L",11879115,11881182
"FBgn0036219","CCDC151","Coiled-coil domain containing protein 151","protein_coding","3L",11881384,11883546
"FBgn0036220","CG5897","","protein_coding","3L",11887259,11889010
"FBgn0036221","CG11588","","protein_coding","3L",11921513,11922599
"FBgn0036222","SdhAL","Succinate dehydrogenase, subunit A (flavoprotein)-like","protein_coding","3L",11922610,11924757
"FBgn0036224","Rpt4R","Regulatory particle triple-A ATPase 4-related","protein_coding","3L",11941912,11943485
"FBgn0036225","CG5883","","protein_coding","3L",11943640,11944852
"FBgn0036226","CG7252","","protein_coding","3L",11947675,11949248
"FBgn0036227","CG17826","","protein_coding","3L",11949839,11952225
"FBgn0036228","obst-G","obstructor-G","protein_coding","3L",11952301,11953317
"FBgn0036229","CG7248","","protein_coding","3L",11954083,11956780
"FBgn0036230","CG11570","","protein_coding","3L",11956708,11957769
"FBgn0036232","CG14125","","protein_coding","3L",11974905,11975810
"FBgn0036235","CG6938","","protein_coding","3L",11984906,11990505
"FBgn0036236","CG6931","","protein_coding","3L",11990736,11992000
"FBgn0036237","viaf","viral IAP-associated factor","protein_coding","3L",11991853,11993179
"FBgn0036239","Pop2","Pop2","protein_coding","3L",11998398,12002915
"FBgn0036240","CG6928","","protein_coding","3L",12003155,12008051
"FBgn0036242","CG6793","","protein_coding","3L",12042387,12044217
"FBgn0036246","CG17154","","protein_coding","3L",12088626,12089225
"FBgn0036248","ssp","sunspot","protein_coding","3L",12118257,12119789
"FBgn0036249","CG11560","","protein_coding","3L",12120019,12121185
"FBgn0036250","Ir68b","Ionotropic receptor 68b","protein_coding","3L",12125487,12127394
"FBgn0036254","CG5645","KRI1 homolog [Source:MGI Symbol;Acc:MGI:2384899]","protein_coding","3L",12133771,12136706
"FBgn0036255","Atg12","Autophagy-related 12","protein_coding","3L",12136967,12137559
"FBgn0036257","RhoGAP68F","Rho GTPase activating protein at 68F","protein_coding","3L",12138868,12143380
"FBgn0036258","eIF3l","eukaryotic translation initiation factor 3 subunit l","protein_coding","3L",12143446,12146097
"FBgn0036259","CG9760","","protein_coding","3L",12157052,12163735
"FBgn0036260","Rh7","Rhodopsin 7","protein_coding","3L",12164205,12175482
"FBgn0036262","Miox","Myo-inositol oxygenase","protein_coding","3L",12184984,12187860
"FBgn0036263","thoc6","thoc6","protein_coding","3L",12190696,12193688
"FBgn0036264","CG11529","","protein_coding","3L",12197791,12199030
"FBgn0036266","Tsen54","tRNA splicing endonuclease subunit 54","protein_coding","3L",12204123,12206022
"FBgn0036271","Pbgs","Porphobilinogen synthase","protein_coding","3L",12269452,12271345
"FBgn0036272","Sms","Spermine synthase","protein_coding","3L",12271656,12277251
"FBgn0036273","INPP5E","Inositol polyphosphate 5-phosphatase E","protein_coding","3L",12277655,12281476
"FBgn0036274","CG4328","","protein_coding","3L",12290956,12296123
"FBgn0036277","CG10418","","protein_coding","3L",12336676,12337236
"FBgn0036278","CrzR","Corazonin receptor","protein_coding","3L",12339116,12351544
"FBgn0036279","Ncc69","sodium chloride cotransporter 69","protein_coding","3L",12368646,12391444
"FBgn0036282","Smyd4-2","SET and MYND domain containing, class 4, member 2","protein_coding","3L",12399539,12401935
"FBgn0036285","toe","twin of eyg","protein_coding","3L",12422510,12432668
"FBgn0036286","CG10616","","protein_coding","3L",12471728,12474428
"FBgn0036287","CG10663","","protein_coding","3L",12474418,12485035
"FBgn0036288","CG10660","","protein_coding","3L",12486668,12490676
"FBgn0036289","CG10657","","protein_coding","3L",12491830,12497216
"FBgn0036290","CG10638","","protein_coding","3L",12498106,12501311
"FBgn0036291","CG10681","KxDL motif containing 1 [Source:MGI Symbol;Acc:MGI:1922870]","protein_coding","3L",12501513,12502647
"FBgn0036292","CG10646","EARP complex and GARP complex interacting protein 1 [Source:MGI Symbol;Acc:MGI:1289332]","protein_coding","3L",12502467,12503894
"FBgn0036294","CG10654","","protein_coding","3L",12505374,12507840
"FBgn0036298","nst","nesthocker","protein_coding","3L",12527215,12530171
"FBgn0036299","Tsf2","Transferrin 2","protein_coding","3L",12530436,12533724
"FBgn0036300","Pmm2","Phosphomannomutase type 2","protein_coding","3L",12534590,12535513
"FBgn0036301","CG4069","","protein_coding","3L",12535426,12537315
"FBgn0036302","sowah","sosondowah","protein_coding","3L",12537513,12572542
"FBgn0036305","CG10984","","protein_coding","3L",12750119,12753402
"FBgn0036306","CG10973","","protein_coding","3L",12753239,12754774
"FBgn0036309","Hip1","Huntingtin interacting protein 1","protein_coding","3L",12768432,12773573
"FBgn0036310","CG10969","","protein_coding","3L",12778750,12781097
"FBgn0036311","CG17666","","protein_coding","3L",12781325,12784377
"FBgn0036314","Sf3a2","Splicing factor 3a subunit 2","protein_coding","3L",12813028,12814019
"FBgn0036316","nebu","nebulosa","protein_coding","3L",12824880,12843106
"FBgn0036317","CG10948","","protein_coding","3L",12844254,12850117
"FBgn0036318","Wbp2","WW domain binding protein 2","protein_coding","3L",12850165,12853169
"FBgn0036319","Ent3","Equilibrative nucleoside transporter 3","protein_coding","3L",12853646,12857428
"FBgn0036320","CG10943","","protein_coding","3L",12861717,12862920
"FBgn0036321","CG14120","","protein_coding","3L",12885039,12889244
"FBgn0036323","CG14118","","protein_coding","3L",12892658,12894758
"FBgn0036324","CG12520","","protein_coding","3L",12901247,12902737
"FBgn0036325","CG10752","","protein_coding","3L",12952686,12954647
"FBgn0036327","CG10748","","protein_coding","3L",12971214,12972359
"FBgn0036328","CG10749","","protein_coding","3L",12972474,12973650
"FBgn0036329","CG11262","","protein_coding","3L",12995135,12997418
"FBgn0036330","CG11263","","protein_coding","3L",13006817,13007881
"FBgn0036331","CR14117","","pseudogene","3L",13008285,13009450
"FBgn0036332","Cul6","Cullin 6","protein_coding","3L",13009399,13011685
"FBgn0036333","MICAL-like","MICAL-like","protein_coding","3L",13011976,13015332
"FBgn0036334","CG11267","","protein_coding","3L",13016050,13016903
"FBgn0036335","mRpL20","mitochondrial ribosomal protein L20","protein_coding","3L",13017149,13017867
"FBgn0036336","Icmt","Isoprenylcysteine carboxyl methyltransferase","protein_coding","3L",13018266,13019687
"FBgn0036337","Adk2","Adenosine kinase 2","protein_coding","3L",13019715,13022688
"FBgn0036340","Srrm1","Serine-arginine repetitive matrix 1","protein_coding","3L",13036821,13040976
"FBgn0036341","Syx13","Syntaxin 13","protein_coding","3L",13044434,13046894
"FBgn0036342","CG11279","","protein_coding","3L",13046977,13048919
"FBgn0036343","CG14115","","protein_coding","3L",13060400,13061422
"FBgn0036345","CG17300","","protein_coding","3L",13086387,13087289
"FBgn0036346","CG11251","","protein_coding","3L",13088581,13089969
"FBgn0036348","CG17687","","protein_coding","3L",13349033,13354940
"FBgn0036349","SNCF","SoxNeuro Co-Factor","protein_coding","3L",13378583,13379190
"FBgn0036350","CG14111","","protein_coding","3L",13377957,13380380
"FBgn0036351","CG14107","","protein_coding","3L",13380359,13381346
"FBgn0036352","CG14110","","protein_coding","3L",13384789,13385925
"FBgn0036353","CG10171","transmembrane protein 19 [Source:MGI Symbol;Acc:MGI:1914476]","protein_coding","3L",13385946,13387907
"FBgn0036354","Poc1","Proteome of centrioles 1","protein_coding","3L",13388299,13390006
"FBgn0036356","CG10222","GPN-loop GTPase 2 [Source:MGI Symbol;Acc:MGI:2140368]","protein_coding","3L",13411122,13412453
"FBgn0036359","CG14105","tetratricopeptide repeat domain 36 [Source:MGI Symbol;Acc:MGI:2384760]","protein_coding","3L",13425891,13426673
"FBgn0036360","CG10713","","protein_coding","3L",13428839,13435229
"FBgn0036361","CG10154","","protein_coding","3L",13435680,13437136
"FBgn0036362","CG10725","","protein_coding","3L",13437954,13439009
"FBgn0036363","CG10140","","protein_coding","3L",13439317,13440470
"FBgn0036364","CG14109","","protein_coding","3L",13440910,13442420
"FBgn0036365","cmb","combover","protein_coding","3L",13442594,13449245
"FBgn0036366","JMJD7","Jumonji domain containing 7","protein_coding","3L",13449187,13450283
"FBgn0036367","CG10116","","protein_coding","3L",13456208,13457238
"FBgn0036368","CG10738","","protein_coding","3L",13450770,13465539
"FBgn0036369","CG10089","","protein_coding","3L",13465552,13474787
"FBgn0036372","Abp1","Actin binding protein 1","protein_coding","3L",13483533,13486280
"FBgn0036373","Tgi","Tondu-domain-containing Growth Inhibitor","protein_coding","3L",13486797,13502492
"FBgn0036374","Spt20","Spt20","protein_coding","3L",13502707,13511541
"FBgn0036376","Liprin-beta","Liprin-beta","protein_coding","3L",13513254,13516276
"FBgn0036377","CG10710","","protein_coding","3L",13516273,13519605
"FBgn0036380","CG8757","","protein_coding","3L",13840197,13842240
"FBgn0036381","CG8745","","protein_coding","3L",13860027,13866905
"FBgn0036382","CG13737","","protein_coding","3L",13878994,13883056
"FBgn0036386","CG8833","G patch domain containing 1 [Source:MGI Symbol;Acc:MGI:1914721]","protein_coding","3L",13925882,13929000
"FBgn0036389","ssp2","short spindle 2","protein_coding","3L",13965203,13973067
"FBgn0036390","CG13738","","protein_coding","3L",13973123,13973477
"FBgn0036391","CG17364","","protein_coding","3L",13977905,13993400
"FBgn0036393","CG17362","","protein_coding","3L",13986620,13987184
"FBgn0036394","CG9040","","protein_coding","3L",13987878,13988626
"FBgn0036395","CG17361","","protein_coding","3L",13997191,13998055
"FBgn0036396","CG17359","","protein_coding","3L",13997900,13999251
"FBgn0036397","Nprl3","Nitrogen permease regulator-like 3","protein_coding","3L",13999380,14001880
"FBgn0036398","upSET","upSET","protein_coding","3L",14002127,14020148
"FBgn0036402","CG6650","","protein_coding","3L",14031450,14034909
"FBgn0036403","CG6661","","protein_coding","3L",14034776,14036751
"FBgn0036405","CG6833","","protein_coding","3L",14051206,14052469
"FBgn0036406","CG13484","","protein_coding","3L",14052428,14053079
"FBgn0036410","CG8100","","protein_coding","3L",14083615,14086421
"FBgn0036411","Sox21a","Sox21a","protein_coding","3L",14103481,14108118
"FBgn0036414","nan","nanchung","protein_coding","3L",14186249,14189648
